"Argenta-Ravenna";1889;55325,567751
"Sassano Tegiano-Casalbuono";1888;24798,564635
"Cuneo-Robilante";1887;24529,049089
"Vernante-Limone";1891;12964,638095
"Robilante-Vernante";1889;8899,564891
"Rivarolo-Castellamonte";1887;12536,997907
"Rivarolo-Cuorgnè-Pont";1906;22100,424662
"Tivoli-Roma (Termini)";1887;52227,996334
"Foggia-Lucera";1887;26241,267201
"Roccadebaldi-Cuneo";1887;28790,708916
"Correggio-Carpi";1887;14727,08381
"Saronno-Seregno";1887;18676,946389
"Seregno-Usmate Carnate";1888;18736,109571
"Monti-Tempio";1888;53830,201844
"Gairo-Tortolì-Arbatax";1893;79046,283119
"Cagliari-Mandas";1888;89919,79202
"Meana Sardo-Sorgono";1889;45795,721581
"Mandas-Nurri";1893;31595,723298
"Nurri-Villanovatulo";1893;14249,383714
"Villanovatulo-Ussassai";1894;77386,572193
"Gairo-Jerzu";1893;11256,487804
"Napoli Montesanto-Terme Patamia";1889;11055,21603
"Cuma Fusaro-Torregaveta";1890;2090,380025
"Pozzuoli-Cuma Fusaro";1890;8320,356737
"Napoli (st. c.)-Napoli (Porto di Massa)(sc. p.)";1888;4599,880208
"Terme Patamia-Pozzuoli";1889;5294,86326
"Sermide-Ferrara";1888;44097,032571
"Suzzara-Sermide";1888;70650,967762
"Ladispoli-Palo";1888;3178,080801
"Modena-Vignola";1888;34707,678841
"Reggio Emilia-Scandiano-Castellarano Veggia";1891;31029,230247
"Sulmona-Cineto Romano";1888;154217,537735
"Arezzo-Pratovecchio Stia";1888;60591,939847
"Casarsa-Portogruaro";1888;30477,585928
"Udine-Palmanova";1888;24465,333094
